state,zip_code,county,borough,longitude,latitude,entity_name,street_number,street_name
NY,10128,New York,Manhattan,-73.94758233,40.77900065,EAST SIDE CONVENIENCE CORPORATION,1726,1ST AVE
NY,11220,Kings,Brooklyn,-74.0133144,40.6414317,4317 GROCERY INC,809,44THST
NY,11235,Kings,Brooklyn,-73.95646044,40.57806208,FEST PRODUCTION INC,1111A,BRIGHTON BEACH AVE
NY,11420,Queens,Queens,-73.822539,40.67653239,ROYALE SWEETS LLC,115-08,ROCKAWAY BLVD
NY,10003,New York,Manhattan,-73.98934868,40.72600737,LUSCIOUS MARKET DELI CORP,68,2ND AVE
NY,11218,Kings,Brooklyn,-73.97416042,40.63854917,CITYLINE PHARMACY CORP,511,CORTELYOU RD
NY,11211,Kings,Brooklyn,-73.95404285,40.71044297,TORIBIO GROCERY STORE CORP,335,S 2ND ST
NY,10459,Bronx,Bronx,-73.89581743,40.83044508,FREEMAN DELI GROCERY CORP,854,FREEMAN ST
NY,10002,New York,Manhattan,-73.99105993,40.7108883,CHERRY STREET FOOD MARKET LLC,227,CHERRY STREET
NY,10013,New York,Manhattan,-74.00496928,40.72138534,SOHO DELI GROCERY T INC,386,CANAL ST
NY,10032,New York,Manhattan,-73.94044036,40.8347621,MEXICAN CULTURE DELI GROCERY GROUP THE,2017,AMSTERDAM AVE
NY,10459,Bronx,Bronx,-73.89840989,40.81743553,ULISESS BUTCHER SHOP NY INC,956,LONGWOOD AVE
NY,10034,New York,Manhattan,-73.92853638,40.86636879,CHURCH OF JESUS CHRIST OF LATTER-DAY SAI,250,DYCKMAN ST
NY,10455,Bronx,Bronx,-73.91427196,40.81464786,UTC PHARMACY INC,516,E 149TH ST
NY,11238,Kings,Brooklyn,-73.96368254,40.67134965,LEMONS & OLIVES INC,200,EASTERN PARKWAY
NY,11232,Kings,Brooklyn,-73.99953177,40.64533712,LUCKY 4216 GROCERY INC,4216,8TH AVENUE
NY,10032,New York,Manhattan,-73.94517236,40.8332156,NEILAARSHI HEALTH CRE LLC,3750,BROADWAY
NY,11354,Queens,Queens,-73.83307631,40.75870526,YITHE INC,133-35,ROOSEVELT AVE
NY,11354,Queens,Queens,-73.83055109,40.75862865,DEERS GINSENG INC,135-28,40TH RD
NY,10031,New York,Manhattan,-73.94782632,40.83047262,BHOLE PHRAMACY INC,3663,BROADWAY
NY,11216,Kings,Brooklyn,-73.95481432,40.68711856,JURY MARKET 1 CORP,1098,BEDFORD AVE
NY,10065,New York,Manhattan,-73.96102992,40.76122884,ALEXANDERS MINI MART CORP,1121,1ST AVE
NY,11229,Kings,Brooklyn,-73.95946225,40.60813304,YEMZ DELI & FOOD MARKET CORP,1314,KINGS HWY
NY,11373,Queens,Queens,-73.87862977,40.74218473,ASIAN TASTE STORE INC,86-25,WHITNEY AVE
NY,11203,Kings,Brooklyn,-73.93924862,40.65469887,LENOX DELI BITES CORP,787,ALBANY AVE
NY,11228,Kings,Brooklyn,-74.00565265,40.62183066,PYTHONIFIED LLC,7203,13TH AVENUE 1ST FL
NY,10460,Bronx,Bronx,-73.8663119,40.84023381,HONEST KING DELI GROCERY CORP,1587,THIERIOT AVE
NY,10305,Richmond,Staten Island,-74.08683658,40.59457033,ASIAN YANG SUPERMARKET INC,1399,HYLAN BLVD
NY,11212,Kings,Brooklyn,-73.91572213,40.65570181,KING CAPITAL DELI GROCERY CORP,9527,CHURCH AVE
NY,11222,Kings,Brooklyn,-73.9520384,40.73390237,MCGREENLAND DELI AND GRILL CORP,336,MCGUINESS BLVD
NY,10002,New York,Manhattan,-73.98301833,40.71988447,TROUSER FOODS INC,196,STANTON ST
NY,11236,Kings,Brooklyn,-73.90188763,40.64492629,BELLOS AMERICAN CORP,1445,ROCKAWAY PKWY
NY,11428,Queens,Queens,-73.74190761,40.71698974,EXPRESS STAR DELI CORP,21457,JAMAICA AVE
NY,10304,Richmond,Staten Island,-74.07594539,40.63158728,WB SEAFOOD INC,425,BAY STREET
NY,10032,New York,Manhattan,-73.93914561,40.84432053,PERA PRODUCE & MEAT MARKET CORP,4087,BROADWAY
NY,10459,Bronx,Bronx,-73.90014151,40.82493612,WB SEAFOOD INC,1041,PROSPECT AVE
NY,11206,Kings,Brooklyn,-73.93775044,40.6982292,874 MINI MARKET CORP,874,BROADWAY
NY,11226,Kings,Brooklyn,-73.95783993,40.64505947,24K DELI INC,1057,FLATBUSH AVE
NY,11378,Queens,Queens,-73.90426968,40.72204587,61 ST GREEN APPLE DELI CORP,6101,GRAND AVE
NY,11225,Kings,Brooklyn,-73.95649556,40.66626439,ALQADIR DELI & GROCERY INC,1649,BEDFORD AVE
NY,10455,Bronx,Bronx,-73.91645035,40.81266141,10 DAYS GROCERY CORP,459,BROOK AVE
NY,11237,Kings,Brooklyn,-73.9268714,40.70150514,107 WILSON EXPRESS CORP,107,WILSON AVE
NY,10467,Bronx,Bronx,-73.86814032,40.86503267,MOSES BAGELS & MORE CORP,674,ALLERTON AVE
NY,11211,Kings,Brooklyn,-73.95823807,40.70840311,WILLIAMSBURG DELI SERVICE LLC,296,BROADWAY
NY,10026,New York,Manhattan,-73.9498249,40.80138054,LENOX DELI AND CONVENIENCE CORP,100,LENOX AVE
NY,10031,New York,Manhattan,-73.9469018,40.83083958,SANTIAGO DELI 152 CORP,3680,BROADWAY
NY,10016,New York,Manhattan,-73.97357486,40.74765024,ORGANIC DELI & KIMCHI INC,720,2ND AVE
NY,11415,Queens,Queens,-73.82504569,40.70379386,FOUR SEASONS MARKETPLACE CORP THE,85-17,126TH ST
NY,11236,Kings,Brooklyn,-73.89427476,40.6395037,PRINCE CONVENIENCE GROCERY CORP,9801,AVENUE L
NY,10454,Bronx,Bronx,-73.9229081,40.80942675,A & E HEALTHY CHOICE CORP,237,WILLIS AVE
NY,10304,Richmond,Staten Island,-74.07971842,40.62909434,ANOUD DELI CORP,374,VAN DUZER STREET
NY,10465,Bronx,Bronx,-73.82017438,40.82471421,SKYLINER CONVENIENCE CORP,3815,E TREMONT AVE
NY,11223,Kings,Brooklyn,-73.97535358,40.60467748,KINGS HWY DELI & GRILL INCORPORATED,399,KINGS HWY
NY,10461,Bronx,Bronx,-73.84558982,40.84318352,LA TIENDITA DONA FIDE 2 CORP,2589,ST RAYMOND AVENUE
NY,10030,New York,Manhattan,-73.94053222,40.82010592,J U GOURMET DELI INC,2448,ADAM CLAYTON POWELL BLVD
NY,11210,Kings,Brooklyn,-73.94622563,40.63123491,STAR BRITE FLATBUSH INC,1608,FLATBUSH AVE
NY,10456,Bronx,Bronx,-73.90770551,40.82612086,BRONX MINI MART CORP,3324,3RD AVE
NY,11232,Kings,Brooklyn,-73.99919155,40.6452826,LUCKY U CONVENIENCE INC,4211,8TH AVE
NY,11226,Kings,Brooklyn,-73.96073395,40.64971612,GAZA CONVIENCE INC,533,OCEAN AVE
NY,11203,Kings,Brooklyn,-73.93153475,40.65181793,ISLAND GROCERY & DELI LLC,4823,CHURCH AVE
NY,10459,Bronx,Bronx,-73.8874296,40.82679443,SIMREEN PACKING ENTERPRISE INC,1260,WESTCHESTER AVE
NY,11225,Kings,Brooklyn,-73.96035249,40.65889774,SWEET CANDY DELI CORP,597,FLATBUSH AVE
NY,10303,Richmond,Staten Island,-74.15589575,40.62577049,WB SEAFOOD INC,2040,FOREST AVE
NY,11205,Kings,Brooklyn,-73.95704122,40.69830128,BEYOND SAIL INC,744,BEDFORD AVE
NY,10463,Bronx,Bronx,-73.89943123,40.87931183,KIMBERLY DELI GROCERY CORP,3340-44,FORT INDEPENDENCE STREET
NY,11207,Kings,Brooklyn,-73.89265546,40.6803055,FRESH DEPOT MARKET INC,200,JAMAICA AVE
NY,10458,Bronx,Bronx,-73.89367227,40.85995349,M&A DELI GROCERY 1 INC,374,E 188TH ST
NY,11203,Kings,Brooklyn,-73.94318417,40.65572369,KINGS DRUG&SURGICAL CORP,492,CLARKSON AVE
NY,11229,Kings,Brooklyn,-73.93391706,40.60045375,NETO SOLUTIONS INC,2133,KNAPP ST 2ND FLOOR
NY,10013,New York,Manhattan,-74.00077749,40.71794913,LAFAYETTE DELI & CONVENIENCE INC,107B,LAFAYETTE ST
NY,11203,Kings,Brooklyn,-73.92950726,40.65178704,TOP FISH MKT INC,5024,CHURCH AVE
NY,10027,New York,Manhattan,-73.95599114,40.81405758,CALIFORNIA GRILL AND DELI CORP,1348-B,AMSTERDAM AVENUE
NY,11372,Queens,Queens,-73.88298342,40.74978046,NETRA INC,83-10,37TH AVE
NY,11206,Kings,Brooklyn,-73.9336594,40.69835815,FIREHOUSE DELI & GRILL #3 CORPORATION,4,STANWIX ST STORE
NY,11225,Kings,Brooklyn,-73.95000294,40.65721738,JIMMY DELI & CONVENIENCE INC,299,WINTHROP ST
NY,11206,Kings,Brooklyn,-73.94117604,40.69944189,MGB GOURMET DELI INC,15,MARCUS GARVEY BLVD
NY,11412,Queens,Queens,-73.75120389,40.6948787,LINDEN STOP DELI CORP,201-01,LIINDEN BLVD
NY,10459,Bronx,Bronx,-73.90119042,40.82022972,MAX FRESH FOOD DELI CORP,870,PROSPECT AVE
NY,11229,Kings,Brooklyn,-73.95755428,40.60892865,FANCY FARMS NY LLC,1524,KINGS  HWY
NY,11418,Queens,Queens,-73.82993016,40.70033716,HARSH DELI & GRILL INC,120-03,JAMAICA AVE
NY,11367,Queens,Queens,-73.81324255,40.71891737,GDMA BROS INC,149-17A,UNION TPKE
NY,10471,Bronx,Bronx,-73.89883544,40.88962472,BEST DELI & GRILL II CORP,201,W 242ND ST
NY,11412,Queens,Queens,-73.75885414,40.7064241,SANAHY FOOD CORNER CORP,198-21,HOLLIS AVE
NY,10467,Bronx,Bronx,-73.86845951,40.85864575,OLINVILLE DELI PLAZA CORP,2220,OLINVILLE AVE
NY,11207,Kings,Brooklyn,-73.89251984,40.66222813,411 NEW LOTS DELI CORP,411,NEW LOTS AVENUE
NY,10022,New York,Manhattan,-73.96986159,40.76017787,FRIDGES 1 LLC,672,LEXINGTON AVE
NY,10033,New York,Manhattan,-73.93692482,40.8503977,WORLD OF HEALTH CORP THE,720,WEST 181ST ST
NY,10457,Bronx,Bronx,-73.89839464,40.85424889,EL TRIANGULO DELI MARKET INC,2160,TIEBOUT AVENUE
NY,10003,New York,Manhattan,-73.98850085,40.73756077,CHEVALIER JENNIFER,228,PARK AVE S
NY,10310,Richmond,Staten Island,-74.11365323,40.63760247,ELM MINI MART CORPORATION,169,ELM ST
NY,11691,Queens,Queens,-73.7538426,40.60084229,VERY BERRY DELI CORP,601,BEACH 20TH ST
NY,10453,Bronx,Bronx,-73.90553384,40.85557495,HUSSIENS 99 CENTS AND UP INC,2128,JEROME AVENUE FRNT 3
NY,11206,Kings,Brooklyn,-73.94274354,40.70107854,SHINING STARS STORE INC,724,BROADWAY
NY,10456,Bronx,Bronx,-73.90502782,40.82699015,1086 BOSTON RD DELI CORP,1086,BOSTON RD
NY,10451,Bronx,Bronx,-73.9186392,40.81885145,W CANDY CORP,641,COURTLANDT AVE
NY,11223,Kings,Brooklyn,-73.96193323,40.59810439,DAVIDS MINI MARKET INC,902,AVENUE U
NY,11213,Kings,Brooklyn,-73.93365432,40.66920883,JS ORGANIC MARKET CORP,1045,EASTERN PKWY STE A
NY,10459,Bronx,Bronx,-73.89207954,40.83039194,1285 ROYALTY GOURMET DELI & GROC CORP,1285,SOUTHERN BLVD
NY,11373,Queens,Queens,-73.87149711,40.74230376,FRESH BITES CAFE INC,92-24,CORONA AVE
NY,11225,Kings,Brooklyn,-73.96036532,40.65921064,MIDWOOD GROCERY CORP,587,FLATBUSH AVE
NY,10467,Bronx,Bronx,-73.8638902,40.87674228,GUNHILL MEXICAN DELI GROCERY LLC,751,E GUN HILL ROAD STE B
NY,11421,Queens,Queens,-73.8667444,40.69126949,75 CONVENIENT CORP,74-34,JAMAICA AVE
NY,11358,Queens,Queens,-73.80301771,40.77134818,LUCKI MART INC,161-09,29TH AVE
NY,11226,Kings,Brooklyn,-73.95829524,40.64384456,2112 YAFA LLC,2112,CORTELYOU RD
NY,10468,Bronx,Bronx,-73.90338195,40.86289797,53 CHOPPED CHEESE CORP,53,W FORDHAM RD
NY,10471,Bronx,Bronx,-73.90305665,40.90997954,6052 DOLPHINS GOURMET DELI CORP,6052,RIVERDALE AVE
NY,10009,New York,Manhattan,-73.9779514,40.72117954,JAY & M DELI CORP,35,AVE D
NY,10457,Bronx,Bronx,-73.8915773,40.84917403,HALA DELI CORP,2086,ARTHUR AVE
NY,10467,Bronx,Bronx,-73.86216554,40.88435778,826 SNACK & CONVENIENCE STORE INC,3826,WHITE PLAINS RD
NY,11415,Queens,Queens,-73.82626534,40.71223223,ZAK ORGANIC CONVENIENCE CORP,120-78,QUEENS BLVD
NY,10025,New York,Manhattan,-73.96868264,40.79863187,CVS ALBANY LLC,2686,BROADWAY
NY,10472,Bronx,Bronx,-73.86730096,40.83125302,TACO GRANDE DELI CORP,1257,ST LAWRENCE AVE
NY,11355,Queens,Queens,-73.8291866,40.7472376,HUA TING INC,135-28,BOOTH MEMORIAL
NY,10025,New York,Manhattan,-73.96842502,40.79999749,BROADWAY STARS DELI CORP,2721,BROADWAY
NY,11436,Queens,Queens,-73.7900411,40.67317925,A AND M DELI GROCERY CORP I,147-18,ROCKAWAY BLVD
NY,11215,Kings,Brooklyn,-73.98713881,40.66795882,331 EXPRESS DELI GROCERY CORP,331,11TH ST
NY,10457,Bronx,Bronx,-73.90507133,40.8445261,H&S CONVENIENCE CORP,288,EAST 174TH STREET
NY,10452,Bronx,Bronx,-73.91877171,40.83839708,BLACK OLIVE GOURMET INC,1318,JEROME AVE
NY,10469,Bronx,Bronx,-73.86134336,40.8653985,9 STAR DELI AND GROCERY CORP,900,ALLERTON AVE
NY,10456,Bronx,Bronx,-73.91282718,40.83800422,NUEVA ESPERANZA DELI 2 CORP,1374,SHERIDAN AVE
NY,11215,Kings,Brooklyn,-73.98984606,40.6651848,ORGANIC SNACKS 1 & CONVENIENCE INC,566,5TH AVE
NY,10007,New York,Manhattan,-74.00976381,40.71564574,TRIBECA OLIVE BRANCH DELI INC,146,CHAMBERS ST
NY,11368,Queens,Queens,-73.86307657,40.74934678,FRESH FARM SUPERMARKET CORP,40-16,NATIONAL STREET
NY,11372,Queens,Queens,-73.87166986,40.75347654,34-61 DELI CORP,34-61,JUNCTION BLVD
NY,11213,Kings,Brooklyn,-73.93129696,40.66841778,280 SUPER STOP CORP,280,UTICA AVENUE
NY,11237,Kings,Brooklyn,-73.91931268,40.70629946,SUYDAM BEER & MARKET INC,81,ST NICHOLAS AVE
NY,10302,Richmond,Staten Island,-74.1340293,40.63262232,NY DELI & GRILL CORP,341,HEBERTON AVE
NY,10460,Bronx,Bronx,-73.87146819,40.84232262,NAJIM GOURMET DELI INC,526,MORRIS PARK AVE
NY,10029,New York,Manhattan,-73.94736079,40.78821869,101 MINI MARKET CORP,1810,3RD AVE
NY,10451,Bronx,Bronx,-73.92249965,40.81759634,MORRIS MINI MARKET CORP,554,MORRIS AVENUE
NY,10001,New York,Manhattan,-73.99551977,40.74909452,NEW 382 FARMERS DELI INC,382,8TH AVENUE
NY,10453,Bronx,Bronx,-73.90419014,40.85221746,SAM 4 DELI GROCERY INC,2039,GRAND CONCOURSE
NY,11428,Queens,Queens,-73.73566803,40.71852778,TASTY CHOICE DELI & GROCERY CORP,219-15,JAMAICA AVE
NY,10302,Richmond,Staten Island,-74.13590257,40.62487816,LA MILPA DELI & GROCERY LLC,1414,FOREST AVE
NY,10461,Bronx,Bronx,-73.82937821,40.85220648,SKANDERBEG ALBANIAN MARKET LLC,2000,CONTINENTAL AVE
NY,10019,New York,Manhattan,-73.98288187,40.76104854,CENTRAL CAFE & DELI INC,159,W 50TH ST
NY,11416,Queens,Queens,-73.86172842,40.68428519,9402 DELI AND GRILL CORP,94-02,78TH ST
NY,10036,New York,Manhattan,-73.99464948,40.76046303,600 DELI CORP,600,10TH AVE
NY,11368,Queens,Queens,-73.85716313,40.75104772,OUR DREAM DELI GROCERY LLC,108-42,ROOSEVELT AVE
NY,11223,Kings,Brooklyn,-73.96979697,40.60902312,SYLVIAS SWEETS LLC,474,AVENUE P
NY,11368,Queens,Queens,-73.85906826,40.75805549,PAVAN INC,110-21,NORTHERN BLVD
